токен	IDF
кремовую	4.605170
кремовый	3.912023
кремом	2.659260
кремообразным	4.605170
крепкие	4.605170
крепкий	0.116534
крепкому	4.605170
крепости	2.813411
крестьян	4.605170
крестьянский	4.605170
кривые	4.605170
криспи	4.605170
кристаллов	4.605170
критик	3.218876
критиковать	3.506558
кричат	3.912023
кровавая	4.605170
кровяная	4.605170
крок	3.218876
крокетов	3.506558
крокеты	4.605170
кроков	4.605170
кролика	0.116534
кроме	0.061875
кропотливую	4.605170
кроссворд	4.605170
кроун	3.912023
крохи	0.116534
крошку	4.605170
круассаны	3.506558
круг	4.605170
круга	3.912023
кругами	4.605170
круглой	4.605170
круглый	3.218876
круглыми	4.605170
кругу	0.116534
кружащим	4.605170
кружева	4.605170
кружевница	4.605170
кружевные	3.912023
кружевных	4.605170
кружка	4.605170
кружках	4.605170
кружке	4.605170
круп	0.116534
крупа	0.127833
крупами	3.912023
крупнейший	3.218876
крупного	4.605170
крупной	4.605170
крупный	3.912023
крупных	4.605170
крупой	4.605170
крупы	0.127833
крупяные	0.116534
крутом	4.605170
крутонов	4.605170
крутым	4.605170
крученики	4.605170
крылами	4.605170
крылатым	4.605170
крылышки	2.995732
крыльцом	3.506558
крылья	2.995732
крыма	4.605170
крымские	3.506558
крымской	3.506558
крыму	2.407946
крытой	3.506558
крышей	4.605170
крышка	4.605170
крышкой	3.506558
кстати	1.237874
ксюнька	4.605170
кубете	3.218876
кубик	3.912023
кубиками	4.605170
кубики	3.218876
кубинская	0.116534
кудрявый	4.605170
кузьминой	4.605170
кукси	4.605170
кукуруза	2.659260
кукурузная	4.605170
кукурузные	4.605170
кукурузный	2.995732
кукурузы	4.605170
кулачные	4.605170
кулебяка	4.605170
кулеш	0.040822
кулина	4.605170
кулинар	2.659260
кулинара	3.506558
кулинарам	3.506558
кулинарии	0.094311
кулинарию	4.605170
кулинария	2.813411
кулинарная	0.116534
кулинарного	3.912023
кулинарное	0.116534
кулинарной	2.525729
кулинарном	2.659260
кулинарному	4.605170
кулинарную	0.040822
кулинарные	2.525729
кулинарный	0.072571
кулинарным	3.912023
кулинарными	4.605170
кулинарных	0.116534
кулинаров	3.912023
кулинаром	2.407946
кулинару	4.605170
кулинары	3.912023
кулич	0.040822
куличей	2.995732
куличи	0.116534
кульмбахерские	3.912023
культовых	3.912023
культура	4.605170
культуре	3.912023
культурный	4.605170
культуру	3.912023
кумин	3.506558
кумир	4.605170
кумиров	4.605170
кунг	3.506558
кунжут	0.994252
кунжутное	2.659260
кунжутными	4.605170
купила	4.605170
купить	2.407946
куприн	4.605170
курага	4.605170
курдская	0.116534
куриная	1.021651
куриного	0.116534
куриное	0.127833
куриной	2.120264
курином	4.605170
куриную	4.605170
куриные	1.832581
куриный	0.105361
куриным	3.912023
куриными	2.813411
куриных	2.659260
курит	4.605170
курица	0.040822
курице	4.605170
курицей	2.407946
курицу	2.407946
курицы	0.116534
куркума	2.040221
курник	4.605170
курорте	4.605170
курочка	2.407946
курочки	2.659260
курочкой	0.116534
курсе	4.605170
куртизанка	4.605170
куртизанки	3.218876
курятины	4.605170
куски	4.605170
кускус	0.040822
кусок	4.605170
кусочек	2.525729
кусочка	1.897120
кусочкам	4.605170
кусочками	4.605170
кусочки	2.525729
кусочков	3.912023
кусочком	2.995732
кухе	4.605170
кухне	1.237874
кухней	0.040822
кухни	0.040822
кухню	2.525729
кухня	0.116534
кухнях	4.605170
кухонная	4.605170
кухонного	4.605170
кухонном	4.605170
кухонь	4.605170
кучей	3.218876
кучерикас	3.912023
кучерявый	4.605170
кучу	3.912023
кушали	4.605170
кушаньем	4.605170
кушать	2.525729
кушая	3.506558
кушки	4.605170
кэзэ	4.605170
кэмбридж	4.605170
кэроб	4.605170
лаваш	0.040822
лаваша	0.116534
лаваше	4.605170
лавашиком	3.218876
лавки	4.605170
лавровый	1.139434
лагман	0.040822
лад	4.605170
ладно	3.912023
лазанью	4.605170
лазанья	2.995732
лайм	3.506558
лайма	3.912023
лаймовом	3.912023
лайфаками	4.605170
лайфхак	4.605170
лакевью	4.605170
лакомиться	4.605170
лакомства	3.506558
лакомство	0.116534
лакомым	4.605170
лаконичного	3.912023
лана	4.605170
лангет	4.605170
лангли	4.605170
ланки	4.605170
лапша	0.040822
лапшевник	4.605170
лапшичка	4.605170
лапшой	3.506558
лапшу	4.605170
ларедо	4.605170
ларечным	3.912023
ларисе	2.525729
ларисы	4.605170
ларьки	3.912023
ласково	4.605170
ласточкино	2.302585
латинского	3.912023
латте	4.605170
латышская	0.116534
лафайетт	4.605170
лаханоризо	2.407946
левисвилл	4.605170
легендарный	4.605170
легенде	2.207275
легенды	4.605170
легкая	0.116534
легкие	4.605170
легкий	0.116534
